RPM,30,,50,,65,,70,,75,,80,,100,
2889,107.83,43.74,,,,,,,,,,,,
2890,107.80,43.74,,,,,,,,,,,,
2891,107.77,43.75,,,,,,,,,,,,
2892,107.74,43.75,,,,,,,,,,,,
2893,107.71,43.75,,,,,,,,,,,,
2894,107.67,43.75,,,,,,,,,,,,
2895,107.65,43.76,,,,,,,,,,,,
2896,107.61,43.76,,,,,,,,,,,,
2897,107.59,43.76,,,,,,,,,,,,
2898,107.55,43.76,,,,,,,,,,,,
2899,107.53,43.77,,,,,,,,,,,,
2900,107.49,43.77,,,,,,,,,,,,
2901,107.46,43.77,,,,,,,,,,,,
2902,107.43,43.77,,,,,,,,,,,,
2903,107.40,43.78,,,,,,,,,,,,
2904,107.37,43.78,,,,,,,,,,,,
2905,107.34,43.78,,,,,,,,,,,,
2906,107.31,43.78,,,,,,,,,,,,
2907,107.27,43.79,,,,,,,,,,,,
2908,107.25,43.79,,,,,,,,,,,,
2909,107.21,43.79,,,,,,,,,,,,
2910,107.18,43.79,,,,,,,,,,,,
2911,107.15,43.80,,,,,,,,,,,,
2912,107.11,43.80,,,,,,,,,,,,
2913,107.09,43.80,,,,,,,,,,,,
2914,107.05,43.80,,,,,,,,,,,,
2915,107.02,43.81,,,,,,,,,,,,
2916,106.99,43.81,,,,,,,,,,,,
2917,106.96,43.81,,,,,,,,,,,,
2918,106.94,43.82,,,,,,,,,,,,
2919,106.90,43.82,,,,,,,,,,,,
2920,106.88,43.82,,,,,,,,,,,,
2921,106.85,43.83,,,,,,,,,,,,
2922,106.82,43.83,,,,,,,,,,,,
2923,106.80,43.83,,,,,,,,,,,,
2924,106.77,43.84,,,,,,,,,,,,
2925,106.74,43.84,,,,,,,,,,,,
2926,106.72,43.84,,,,,,,,,,,,
2927,106.68,43.85,,,,,,,,,,,,
2928,106.65,43.85,,,,,,,,,,,,
2929,106.63,43.85,,,,,,,,,,,,
2930,106.60,43.86,,,,,,,,,,,,
2931,106.58,43.86,,,,,,,,,,,,
2932,106.55,43.87,,,,,,,,,,,,
2933,106.52,43.87,,,,,,,,,,,,
2934,106.49,43.87,,,,,,,,,,,,
2935,106.46,43.88,,,,,,,,,,,,
2936,106.44,43.88,,,,,,,,,,,,
2937,106.41,43.88,,,,,,,,,,,,
2938,106.38,43.89,,,,,,,,,,,,
2939,106.36,43.89,,,,,,,,,,,,
2940,106.33,43.89,,,,,,,,,,,,
2941,106.29,43.90,,,,,,,,,,,,
2942,106.27,43.90,,,,,,,,,,,,
2943,106.24,43.90,,,,,,,,,,,,
2944,106.22,43.91,,,,,,,,,,,,
2945,106.19,43.91,,,,,,,,,,,,
2946,106.16,43.92,,,,,,,,,,,,
2947,106.13,43.92,,,,,,,,,,,,
2948,106.11,43.92,,,,,,,,,,,,
2949,106.09,43.93,,,,,,,,,,,,
2950,106.06,43.93,,,,,,,,,,,,
2951,106.03,43.94,,,,,,,,,,,,
2952,106.01,43.94,,,,,,,,,,,,
2953,105.99,43.95,,,,,,,,,,,,
2954,105.97,43.95,,,,,,,,,,,,
2955,105.94,43.96,,,,,,,,,,,,
2956,105.92,43.96,,,,,,,,,,,,
2957,105.90,43.97,,,,,,,,,,,,
2958,105.87,43.97,,,,,,,,,,,,
2959,105.84,43.98,,,,,,,,,,,,
2960,105.82,43.98,,,,,,,,,,,,
2961,105.80,43.99,,,,,,,,,,,,
2962,105.78,43.99,,,,,,,,,,,,
2963,105.75,44.00,,,,,,,,,,,,
2964,105.72,44.00,,,,,,,,,,,,
2965,105.70,44.01,,,,,,,,,,,,
2966,105.68,44.01,,,,,,,,,,,,
2967,105.65,44.02,,,,,,,,,,,,
2968,105.63,44.02,,,,,,,,,,,,
2969,105.61,44.03,,,,,,,,,,,,
2970,105.58,44.03,,,,,,,,,,,,
2971,105.56,44.04,,,,,,,,,,,,
2972,105.53,44.04,,,,,,,,,,,,
2973,105.51,44.05,,,,,,,,,,,,
2974,105.49,44.05,,,,,,,,,,,,
2975,105.46,44.06,,,,,,,,,,,,
2976,105.43,44.06,,,,,,,,,,,,
2977,105.41,44.07,,,,,,,,,,,,
2978,105.39,44.07,,,,,,,,,,,,
2979,105.37,44.08,,,,,,,,,,,,
2980,105.36,44.09,,,,,,,,,,,,
2981,105.34,44.09,,,,,,,,,,,,
2982,105.32,44.10,,,,,,,,,,,,
2983,105.31,44.11,,,,,,,,,,,,
2984,105.29,44.12,,,,,,,,,,,,
2985,105.27,44.12,,,,,,,,,,,,
2986,105.25,44.13,,,,,,,,,,,,
2987,105.24,44.14,,,,,,,,,,,,
2988,105.22,44.15,,,,,,,,,,,,
2989,105.20,44.15,,,,,,,,,,,,
2990,105.19,44.16,,,,,,,,,,,,
2991,105.17,44.17,,,,,,,,,,,,
2992,105.15,44.18,,,,,,,,,,,,
2993,105.14,44.19,,,,,,,,,,,,
2994,105.12,44.19,,,,,,,,,,,,
2995,105.10,44.20,,,,,,,,,,,,
2996,105.09,44.21,,,,,,,,,,,,
2997,105.07,44.22,,,,,,,,,,,,
2998,105.05,44.22,,,,,,,,,,,,
2999,105.04,44.23,,,,,,,,,,,,
3000,105.02,44.24,,,,,,,,,,,,
3001,105.00,44.25,,,,,,,,,,,,
3002,104.99,44.25,,,,,,,,,,,,
3003,104.97,44.26,,,,,,,,,,,,
3004,104.95,44.27,,,,,,,,,,,,
3005,104.94,44.28,,,,,,,,,,,,
3006,104.92,44.29,,,,,,,,,,,,
3007,104.90,44.29,,,,,,,,,,,,
3008,104.89,44.30,,,,,,,,,,,,
3009,104.87,44.31,,,,,,,,,,,,
3010,104.85,44.32,,,,,,,,,,,,
3011,104.84,44.32,,,,,,,,,,,,
3012,104.82,44.33,,,,,,,,,,,,
3013,104.81,44.34,,,,,,,,,,,,
3014,104.79,44.35,,,,,,,,,,,,
3015,104.77,44.36,,,,,,,,,,,,
3016,104.76,44.36,,,,,,,,,,,,
3017,104.74,44.37,,,,,,,,,,,,
3018,104.72,44.38,,,,,,,,,,,,
3019,104.71,44.38,,,,,,,,,,,,
3020,104.69,44.39,,,,,,,,,,,,
3021,104.67,44.40,,,,,,,,,,,,
3022,104.66,44.41,,,,,,,,,,,,
3023,104.64,44.42,,,,,,,,,,,,
3024,104.62,44.42,,,,,,,,,,,,
3025,104.61,44.43,,,,,,,,,,,,
3026,104.59,44.44,,,,,,,,,,,,
3027,104.57,44.45,,,,,,,,,,,,
3028,104.56,44.46,,,,,,,,,,,,
3029,104.54,44.46,,,,,,,,,,,,
3030,104.52,44.47,,,,,,,,,,,,
3031,104.51,44.48,,,,,,,,,,,,
3032,104.49,44.49,,,,,,,,,,,,
3033,104.47,44.49,,,,,,,,,,,,
3034,104.46,44.50,,,,,,,,,,,,
3035,104.44,44.51,,,,,,,,,,,,
3036,104.43,44.52,,,,,,,,,,,,
3037,104.41,44.53,,,,,,,,,,,,
3038,104.39,44.54,,,,,,,,,,,,
3039,104.38,44.55,,,,,,,,,,,,
3040,104.38,44.56,,,,,,,,,,,,
3041,104.37,44.57,,,,,,,,,,,,
3042,104.36,44.58,,,,,,,,,,,,
3043,104.35,44.59,,,,,,,,,,,,
3044,104.34,44.60,,,,,,,,,,,,
3045,104.33,44.61,,,,,,,,,,,,
3046,104.32,44.63,,,,,,,,,,,,
3047,104.31,44.63,,,,,,,,,,,,
3048,104.30,44.65,,,,,,,,,,,,
3049,104.29,44.66,,,,,,,,,,,,
3050,104.29,44.67,,,,,,,,,,,,
3051,104.28,44.68,,,,,,,,,,,,
3052,104.27,44.69,,,,,,,,,,,,
3053,104.26,44.70,,,,,,,,,,,,
3054,104.25,44.71,,,,,,,,,,,,
3055,104.24,44.72,,,,,,,,,,,,
3056,104.23,44.73,,,,,,,,,,,,
3057,104.23,44.74,,,,,,,,,,,,
3058,104.22,44.76,,,,,,,,,,,,
3059,104.21,44.77,,,,,,,,,,,,
3060,104.20,44.78,,,,,,,,,,,,
3061,104.19,44.79,,,,,,,,,,,,
3062,104.18,44.80,,,,,,,,,,,,
3063,104.17,44.81,,,,,,,,,,,,
3064,104.16,44.82,,,,,,,,,,,,
3065,104.16,44.83,,,,,,,,,,,,
3066,104.15,44.84,,,,,,,,,,,,
3067,104.13,44.85,,,,,,,,,,,,
3068,104.11,44.86,,,,,,,,,,,,
3069,104.09,44.86,,,,,,,,,,,,
3070,104.07,44.87,,,,,,,,,,,,
3071,104.05,44.88,,,,,,,,,,,,
3072,104.03,44.88,,,,,,,,,,,,
3073,104.01,44.89,,,,,,,,,,,,
3074,103.99,44.89,,,,,,,,,,,,
3075,103.97,44.90,,,,,,,,,,,,
3076,103.95,44.91,,,,,,,,,,,,
3077,103.93,44.91,,,,,,,,,,,,
3078,103.91,44.92,,,,,,,,,,,,
3079,103.89,44.92,,,,,,,,,,,,
3080,103.87,44.93,,,,,,,,,,,,
3081,103.85,44.94,,,,,,,,,,,,
3082,103.83,44.94,,,,,,,,,,,,
3083,103.81,44.95,,,,,,,,,,,,
3084,103.79,44.95,,,175.37,75.82,,,,,,,,
3085,103.77,44.96,,,175.75,76.01,,,,,,,,
3086,103.75,44.96,,,176.32,76.28,,,,,,,,
3087,103.73,44.97,,,176.70,76.47,,,,,,,,
3088,103.71,44.98,,,177.26,76.75,,,,,,,,
3089,103.69,44.98,,,177.83,77.02,,,,,,,,
3090,103.67,44.99,,,178.21,77.21,,,,,,,,
3091,103.65,44.99,,,178.77,77.49,,,,,,,,
3092,103.63,45.00,,,179.15,77.67,,,,,,,,
3093,103.61,45.01,,,179.72,77.95,,,,,,,,
3094,103.58,45.01,,,180.09,78.13,,,,,,,,
3095,103.57,45.02,,,180.66,78.41,,,,,,,,
3096,103.55,45.02,,,181.04,78.60,,,,,,,,
3097,103.53,45.03,,,181.60,78.87,,,,,,,,
3098,103.50,45.03,,,181.98,79.06,,,,,,,,
3099,103.48,45.04,,,182.55,79.33,,,,,,,,
3100,103.46,45.04,,,182.93,79.52,,,,,,,,
3101,103.43,45.04,,,183.49,79.80,,,,,,,,
3102,103.41,45.05,,,183.87,79.98,,,,,,,,
3103,103.39,45.05,,,184.25,80.17,,,,,,,,
